Date,Exercise,Weight (kg),Reps,Sets
2024-03-19,Shoulder Press,14,10.0,1.0
2024-03-19,Shoulder Press,14,10.0,1.0
2024-03-19,Shoulder Press,14,10.0,1.0
2024-03-19,Lateral Raises,6,12.0,1.0
2024-03-19,Lateral Raises,6,15.0,1.0
2024-03-19,Lateral Raises,6,15.0,1.0
2024-03-19,Front Raises,4,10.0,1.0
2024-03-19,Front Raises,4,10.0,1.0
2024-03-19,Front Raises,5,10.0,1.0
2024-03-20,Squats,40,10.0,1.0
2024-03-20,Squats,60,8.0,1.0
2024-03-20,Squats,60,8.0,1.0
2024-03-20,Squats,60,8.0,1.0
2024-03-20,Romanian Deadlifts,40,8.0,1.0
2024-03-20,Romanian Deadlifts,40,8.0,1.0
2024-03-20,Romanian Deadlifts,40,8.0,1.0
2024-03-20,Calf Raises,30,15.0,1.0
2024-03-20,Calf Raises,30,15.0,1.0
2024-03-20,Calf Raises,30,15.0,1.0
2024-03-21,Vertical Chest Press,15,8.0,1.0
2024-03-21,Vertical Chest Press,25,8.0,1.0
2024-03-21,Vertical Chest Press,25,8.0,1.0
2024-03-21,Incline Bench Press,14,8.0,1.0
2024-03-21,Incline Bench Press,16,10.0,1.0
2024-03-21,Incline Bench Press,16,10.0,1.0
2024-03-21,Pectoral Fly'S,45,10.0,1.0
2024-03-21,Pectoral Fly'S,52,10.0,1.0
2024-03-21,Pectoral Fly'S,52,8.0,1.0
2024-03-21,Seated Tricep Press,1,10.0,1.0
2024-03-21,Seated Tricep Press,2,10.0,1.0
2024-03-21,Seated Tricep Press,27,8.0,1.0
2024-03-26,Deadlifts,70,8.0,1.0
2024-03-26,Deadlifts,80,8.0,1.0
2024-03-26,Deadlifts,80,8.0,1.0
2024-03-26,Deadlifts,80,8.0,1.0
2024-03-26,Cable Rows,39,8.0,1.0
2024-03-26,Cable Rows,39,8.0,1.0
2024-03-26,Cable Rows,32,8.0,1.0
2024-03-26,Rear Delt Fly,32,8.0,1.0
2024-03-26,Rear Delt Fly,32,8.0,1.0
2024-03-26,Rear Delt Fly,32,8.0,1.0
2024-03-26,Bicep Curls,8,8.0,1.0
2024-03-26,Bicep Curls,8,8.0,1.0
2024-03-26,Bicep Curls,10,8.0,1.0
2024-03-26,Bicep Curls,8,8.0,1.0
2024-03-26,Lat Pulldown,32,8.0,1.0
2024-03-26,Lat Pulldown,39,8.0,1.0
2024-03-26,Lat Pulldown,3,8.0,1.0
2024-03-26,Lat Pulldown,3,8.0,1.0
2024-03-27,Shoulder Press,10,8.0,1.0
2024-03-27,Shoulder Press,14,10.0,1.0
2024-03-27,Shoulder Press,14,10.0,1.0
2024-03-27,Shoulder Press,14,10.0,1.0
2024-03-27,Lateral Raises,6,15.0,1.0
2024-03-27,Lateral Raises,6,15.0,1.0
2024-03-27,Front Raises,4,12.0,1.0
2024-03-27,Front Raises,4,12.0,1.0
2024-03-27,Front Raises,5,10.0,1.0
2024-03-27,Rear Delt Fly,32,8.0,1.0
2024-03-27,Rear Delt Fly,32,8.0,1.0
2024-03-27,Rear Delt Fly,32,8.0,1.0
2024-03-30,Low Rows Machine,25,8.0,1.0
2024-03-30,Low Rows Machine,25,8.0,1.0
2024-03-30,Lat Pulldown,40,8.0,1.0
2024-03-30,Lat Pulldown,45,8.0,1.0
2024-03-30,Lat Pulldown,45,8.0,1.0
2024-03-30,Bicep Machine,27,8.0,1.0
2024-03-30,Bicep Machine,27,8.0,1.0
2024-03-30,Rear Delts With Dumbbells,4,,
2024-04-06,Bench Press,40,10.0,1.0
2024-04-06,Bench Press,50,8.0,1.0
2024-04-06,Bench Press,50,8.0,1.0
2024-04-06,Bench Press,50,6.0,1.0
2024-04-06,Incline Bench Press,14,10.0,1.0
2024-04-06,Incline Bench Press,14,10.0,1.0
2024-04-06,Incline Bench Press,14,10.0,1.0
2024-04-06,Tricep Pull Downs,5,8.0,1.0
2023-04-07,Lat Pulldown,35,8.0,1.0
2023-04-07,Lat Pulldown,45,8.0,1.0
2023-04-07,Lat Pulldown,45,8.0,1.0
2023-04-07,Cable Rows,40,8.0,1.0
2023-04-07,Cable Rows,40,8.0,1.0
2023-04-07,Cable Rows,40,8.0,1.0
2023-04-07,Bicep Curls,8,8.0,1.0
2023-04-07,Bicep Curls,10,8.0,1.0
2023-04-07,Bicep Curls,10,8.0,1.0
2023-04-07,Bicep Curls,8,8.0,1.0
2023-04-07,Hammer Curls,8,8.0,1.0
2023-04-07,Hammer Curls,8,8.0,1.0
2023-04-07,Hammer Curls,8,8.0,1.0
2024-04-15,Squats,40,10.0,1.0
2024-04-15,Squats,60,8.0,1.0
2024-04-15,Squats,60,8.0,1.0
2024-04-15,Squats,60,8.0,1.0
2024-04-15,Romanian Deadlifts,40,8.0,1.0
2024-04-15,Romanian Deadlifts,40,8.0,1.0
2024-04-15,Romanian Deadlifts,40,8.0,1.0
2024-04-15,Calf Raises,40,15.0,1.0
2024-04-15,Calf Raises,40,15.0,1.0
2024-04-15,Calf Raises,40,15.0,1.0
2024-04-15,Leg Extensions,25,8.0,1.0
2024-04-15,Leg Extensions,25,8.0,1.0
2024-04-15,Leg Extensions,25,8.0,1.0
2024-04-16,Bench Press,40,10.0,1.0
2024-04-16,Bench Press,50,4.0,1.0
2024-04-16,Incline Bench Press,14,8.0,1.0
2024-04-16,Incline Bench Press,18,8.0,1.0
2024-04-16,Incline Bench Press,18,8.0,1.0
2024-04-16,Tricep Pull Downs,5,10.0,1.0
2024-04-16,Tricep Pull Downs,5,10.0,1.0
2024-04-16,Tricep Pull Downs,5,10.0,1.0
2024-04-16,Pectoral Fly'S,39,8.0,1.0
2024-04-16,Pectoral Fly'S,45,10.0,1.0
2024-04-16,Pectoral Fly'S,45,10.0,1.0
2024-04-18,Lat Pulldown,39,8.0,1.0
2024-04-18,Lat Pulldown,45,8.0,1.0
2024-04-18,Lat Pulldown,4,8.0,1.0
2024-04-18,Lat Pulldown,39,8.0,1.0
2024-04-18,Bicep Curls,8,8.0,1.0
2024-04-18,Bicep Curls,10,8.0,1.0
2024-04-18,Bicep Curls,8,8.0,1.0
2024-04-18,Bicep Curls,8,8.0,1.0
2024-04-18,Hammer Curls,8,8.0,1.0
2024-04-18,Hammer Curls,8,8.0,1.0
2024-04-18,Hammer Curls,8,8.0,1.0
2024-04-18,Cable Rows,32,8.0,1.0
2024-04-18,Cable Rows,39,8.0,1.0
2024-04-18,Cable Rows,39,8.0,1.0
2024-04-22,Shoulder Press,10,8.0,1.0
2024-04-22,Shoulder Press,14,10.0,1.0
2024-04-22,Shoulder Press,14,10.0,1.0
2024-04-22,Shoulder Press,14,10.0,1.0
2024-04-22,Lateral Raises,6,15.0,1.0
2024-04-22,Lateral Raises,6,15.0,1.0
2024-04-22,Lateral Raises,6,15.0,1.0
2024-04-22,Front Raises,4,12.0,1.0
2024-04-22,Front Raises,4,12.0,1.0
2024-04-22,Front Raises,5,12.0,1.0
2024-04-22,Rear Delt Fly,32,8.0,1.0
2024-04-22,Rear Delt Fly,32,8.0,1.0
2024-04-22,Rear Delt Fly,32,8.0,1.0
2024-04-24,Squats,40,10.0,1.0
2024-04-24,Squats,60,8.0,1.0
2024-04-24,Squats,65,8.0,1.0
2024-04-24,Squats,65,8.0,1.0
2024-04-24,Calf Raises,40,15.0,1.0
2024-04-24,Calf Raises,40,15.0,1.0
2024-04-24,Calf Raises,40,15.0,1.0
2024-04-24,Leg Extensions,25,8.0,1.0
2024-04-24,Leg Extensions,25,8.0,1.0
2024-04-24,Leg Extensions,32,8.0,1.0
2024-04-24,Leg Extensions,32,8.0,1.0
2024-04-25,Bench Press,40,10.0,1.0
2024-04-25,Bench Press,50,8.0,1.0
2024-04-25,Bench Press,50,8.0,1.0
2024-04-25,Bench Press,55,4.0,1.0
2024-04-25,Incline Bench Press,18,8.0,1.0
2024-04-25,Incline Bench Press,18,8.0,1.0
2024-04-25,Incline Bench Press,18,8.0,1.0
2024-04-25,Tricep Pull Downs,5,10.0,1.0
2024-04-25,Tricep Pull Downs,5,10.0,1.0
2024-04-25,Tricep Pull Downs,5,10.0,1.0
2024-04-25,Pectoral Fly'S,39,8.0,1.0
2024-04-25,Pectoral Fly'S,45,8.0,1.0
2024-04-25,Pectoral Fly'S,45,8.0,1.0
2024-04-25,Pectoral Fly'S,45,8.0,1.0
2024-04-25,Dips,10,,
2024-04-29,Bicep Curls,8,8.0,1.0
2024-04-29,Bicep Curls,10,8.0,1.0
2024-04-29,Concentration Curl (Bar),20,7.0,1.0
2024-04-29,Concentration Curl (Bar),20,5.0,1.0
2024-04-29,Lat Pulldown,39,8.0,1.0
2024-04-29,Lat Pulldown,39,8.0,1.0
2024-04-29,Lat Pulldown,39,8.0,1.0
2024-04-29,Lat Pulldown,32,10.0,1.0
2024-04-29,Cable Rows,32,8.0,1.0
2024-04-29,Cable Rows,39,8.0,1.0
2024-04-29,Cable Rows,39,8.0,1.0
2024-04-29,Cable Rows,39,8.0,1.0
2024-04-29,Hammer Curls,8,8.0,1.0
2024-04-29,Hammer Curls,8,8.0,1.0
2024-04-29,Hammer Curls,8,8.0,1.0
2024-05-01,Shoulder Press,12,8.0,1.0
2024-05-01,Shoulder Press,14,10.0,1.0
2024-05-01,Shoulder Press,14,10.0,1.0
2024-05-01,Shoulder Press,14,10.0,1.0
2024-05-01,Lateral Raises,6,15.0,1.0
2024-05-01,Lateral Raises,6,15.0,1.0
2024-05-01,Lateral Raises,6,15.0,1.0
2024-05-01,Rear Delt Fly,32,8.0,1.0
2024-05-01,Rear Delt Fly,32,8.0,1.0
2024-05-01,Rear Delt Fly,32,8.0,1.0
2024-05-03,Squats,40,10.0,1.0
2024-05-03,Squats,60,8.0,1.0
2024-05-03,Squats,70,8.0,1.0
2024-05-03,Squats,60,8.0,1.0
2024-05-03,Leg Extensions,25,8.0,1.0
2024-05-03,Leg Extensions,25,8.0,1.0
2024-05-03,Leg Extensions,32,8.0,1.0
2024-05-03,Leg Extensions,32,8.0,1.0
2024-05-03,Seated Calf Raises,20,10.0,1.0
2024-05-03,Seated Calf Raises,20,10.0,1.0
2024-05-04,Bench Press,40,10.0,1.0
2024-05-04,Bench Press,50,8.0,1.0
2024-05-04,Bench Press,60,3.0,1.0
2024-05-04,Bench Press,60,2.0,1.0
2024-05-04,Bench Press,50,8.0,1.0
2024-05-04,Incline Bench Press,22,5.0,1.0
2024-05-04,Incline Bench Press,22,418.0,1.0
2024-05-06,Rows,25,8.0,1.0
2024-05-06,Rows,30,8.0,1.0
2024-05-06,Rows,30,8.0,1.0
2024-05-06,Rows,40,6.0,1.0
2024-05-06,Low Row,10,8.0,1.0
2024-05-06,Low Row,10,8.0,1.0
2024-05-06,Low Row,10,8.0,1.0
2024-05-06,Cable Rows,40,8.0,1.0
2024-05-06,Cable Rows,40,8.0,1.0
2024-05-06,Cable Rows,50,6.0,1.0
2024-05-06,Single Arm Tricep Pull Downs,25,8.0,1.0
2024-05-06,Single Arm Tricep Pull Downs,25,8.0,1.0
2024-05-06,Single Arm Tricep Pull Downs,25,8.0,1.0
2024-05-06,Twisty Tricep Pull Downs,25,8.0,1.0
2024-05-06,Twisty Tricep Pull Downs,25,8.0,1.0
2024-05-06,Twisty Tricep Pull Downs,25,8.0,1.0
2024-05-09,Shoulder Press,10,8.0,1.0
2024-05-09,Shoulder Press,14,10.0,1.0
2024-05-09,Shoulder Press,14,10.0,1.0
2024-05-09,Shoulder Press,14,10.0,1.0
2024-05-09,Lateral Raises,6,15.0,1.0
2024-05-09,Lateral Raises,6,15.0,1.0
2024-05-09,Lateral Raises,6,15.0,1.0
2024-05-10,Squats,40,10.0,1.0
2024-05-10,Squats,60,8.0,1.0
2024-05-10,Squats,60,8.0,1.0
2024-05-10,Squats,65,8.0,1.0
2024-05-10,Romanian Deadlifts,40,8.0,1.0
2024-05-10,Romanian Deadlifts,40,8.0,1.0
2024-05-10,Romanian Deadlifts,40,8.0,1.0
2024-05-10,Leg Press,52,8.0,1.0
2024-05-10,Leg Press,59,8.0,1.0
2024-05-10,Leg Press,66,8.0,1.0
2024-05-10,Leg Press,73,8.0,1.0
2024-05-10,Standing Calf Raises,40,15.0,1.0
2024-05-10,Standing Calf Raises,40,15.0,1.0
2024-05-10,Standing Calf Raises,40,15.0,1.0
2024-05-12,Bench Press,40,10.0,1.0
2024-05-12,Bench Press,50,8.0,1.0
2024-05-12,Bench Press,55,8.0,1.0
2024-05-12,Bench Press,55,8.0,1.0
2024-05-12,Tricep Pull Downs,5,10.0,1.0
2024-05-12,Tricep Pull Downs,5,12.0,1.0
2024-05-12,Tricep Pull Downs,5,12.0,1.0
2024-05-12,Tricep Pull Downs,7,6.0,1.0
2024-05-12,Incline Bench Press,18,8.0,1.0
2024-05-12,Incline Bench Press,18,8.0,1.0
2024-05-12,Incline Bench Press,18,8.0,1.0
2024-05-12,Pectoral Fly'S,45,10.0,1.0
2024-05-12,Pectoral Fly'S,45,10.0,1.0
2024-05-12,Pectoral Fly'S,45,10.0,1.0
2024-05-14,Deadlifts,70,8.0,1.0
2024-05-14,Deadlifts,80,8.0,1.0
2024-05-14,Deadlifts,80,8.0,1.0
2024-05-14,Lat Pulldown,32,8.0,1.0
2024-05-14,Lat Pulldown,39,8.0,1.0
2024-05-14,Lat Pulldown,39,8.0,1.0
2024-05-14,Lat Pulldown,39,8.0,1.0
2024-05-14,Cable Rows,32,8.0,1.0
2024-05-14,Cable Rows,39,8.0,1.0
2024-05-14,Cable Rows,45,8.0,1.0
2024-05-14,Cable Rows,39,8.0,1.0
2024-05-14,Rear Delt Fly,32,8.0,1.0
2024-05-14,Rear Delt Fly,32,8.0,1.0
2024-05-14,Rear Delt Fly,32,8.0,1.0
2024-05-14,Bicep Curls,8,8.0,1.0
2024-05-14,Bicep Curls,10,8.0,1.0
2024-05-14,Bicep Curls,10,8.0,1.0
2024-05-14,Bicep Curls,8,8.0,1.0
2024-05-15,Shoulder Press,12,8.0,1.0
2024-05-15,Shoulder Press,14,10.0,1.0
2024-05-15,Shoulder Press,16,8.0,1.0
2024-05-15,Shoulder Press,16,8.0,1.0
2024-05-15,Lateral Raises,6,15.0,1.0
2024-05-15,Lateral Raises,6,15.0,1.0
2024-05-15,Lateral Raises,6,15.0,1.0
2024-05-19,Squats,40,10.0,1.0
2024-05-19,Squats,60,8.0,1.0
2024-05-19,Squats,60,8.0,1.0
2024-05-19,Squats,65,8.0,1.0
2024-05-19,Romanian Deadlifts,50,8.0,1.0
2024-05-19,Romanian Deadlifts,50,8.0,1.0
2024-05-19,Romanian Deadlifts,50,8.0,1.0
2024-05-19,Leg Press,59,8.0,1.0
2024-05-19,Leg Press,66,8.0,1.0
2024-05-19,Leg Press,73,8.0,1.0
2024-05-21,Bench Press,40,10.0,1.0
2024-05-21,Bench Press,50,8.0,1.0
2024-05-21,Bench Press,55,6.0,1.0
2024-05-21,Bench Press,55,3.0,1.0
2024-05-21,Incline Bench Press,18,8.0,1.0
2024-05-21,Incline Bench Press,18,8.0,1.0
2024-05-21,Incline Bench Press,18,8.0,1.0
2024-05-21,Tricep Pull Downs,5,10.0,1.0
2024-05-21,Tricep Pull Downs,5,12.0,1.0
2024-05-21,Tricep Pull Downs,5,10.0,1.0
2024-05-21,Tricep Pull Downs,5,6.0,1.0
2024-05-21,Pectoral Fly'S,45,10.0,1.0
2024-05-21,Pectoral Fly'S,45,10.0,1.0
2024-05-21,Pectoral Fly'S,52,8.0,1.0
2024-05-22,Deadlifts,70,8.0,1.0
2024-05-22,Deadlifts,80,8.0,1.0
2024-05-22,Deadlifts,80,8.0,1.0
2024-05-22,Lat Pulldown,32,8.0,1.0
2024-05-22,Lat Pulldown,39,8.0,1.0
2024-05-22,Lat Pulldown,39,8.0,1.0
2024-05-22,Lat Pulldown,39,8.0,1.0
2024-05-22,Cable Rows (Machine Broken),32,8.0,1.0
2024-05-22,Cable Rows (Machine Broken),39,8.0,1.0
2024-05-22,Cable Rows (Machine Broken),45,8.0,1.0
2024-05-22,Cable Rows (Machine Broken),39,8.0,1.0
2024-05-22,Machine Row,27,8.0,1.0
2024-05-22,Machine Row,27,8.0,1.0
2024-05-22,Machine Row,32,8.0,1.0
2024-05-22,Rear Delt Fly,32,8.0,1.0
2024-05-22,Rear Delt Fly,32,8.0,1.0
2024-05-22,Rear Delt Fly,32,8.0,1.0
2024-05-22,Bicep Curls,8,8.0,1.0
2024-05-22,Bicep Curls,10,8.0,1.0
2024-05-22,Bicep Curls,10,8.0,1.0
2024-05-22,Bicep Curls,8,8.0,1.0
2024-05-26,Shoulder Press,12,8.0,1.0
2024-05-26,Shoulder Press,16,8.0,1.0
2024-05-26,Shoulder Press,16,8.0,1.0
2024-05-26,Shoulder Press,16,8.0,1.0
2024-05-26,Lateral Raises,6,15.0,1.0
2024-05-26,Lateral Raises,6,15.0,1.0
2024-05-26,Lateral Raises,6,15.0,1.0
2024-05-26,Lateral Raises,6,15.0,1.0
2024-05-30,Squats,40,10.0,1.0
2024-05-30,Squats,60,8.0,1.0
2024-05-30,Squats,60,8.0,1.0
2024-05-30,Squats,65,8.0,1.0
2024-05-30,Leg Press,59,8.0,1.0
2024-05-30,Leg Press,66,8.0,1.0
2024-05-30,Leg Press,73,8.0,1.0
2024-05-30,Leg Extensions,25,8.0,1.0
2024-05-30,Leg Extensions,32,8.0,1.0
2024-05-30,Leg Extensions,39,8.0,1.0
2024-05-30,Leg Extensions,32,8.0,1.0
2024-05-30,Standing Calf Raises,40,15.0,1.0
2024-05-30,Standing Calf Raises,40,15.0,1.0
2024-05-30,Standing Calf Raises,40,15.0,1.0
2024-05-31,Bench Press,40,10.0,1.0
2024-05-31,Bench Press,50,8.0,1.0
2024-05-31,Bench Press,55,6.0,1.0
2024-05-31,Bench Press,55,6.0,1.0
2024-05-31,Incline Bench Press,18,8.0,1.0
2024-05-31,Incline Bench Press,18,10.0,1.0
2024-05-31,Incline Bench Press,20,8.0,1.0
2024-05-31,Tricep Pull Downs,5,10.0,1.0
2024-05-31,Tricep Pull Downs,5,12.0,1.0
2024-05-31,Tricep Pull Downs,5,10.0,1.0
2024-05-31,Tricep Pull Downs,5,6.0,1.0
2024-05-31,Pectoral Fly'S,45,10.0,1.0
2024-05-31,Pectoral Fly'S,52,8.0,1.0
2024-05-31,Pectoral Fly'S,52,8.0,1.0
2024-05-31,Pectoral Fly'S,52,8.0,1.0
2024-06-04,Deadlifts,70,8.0,1.0
2024-06-04,Deadlifts,80,8.0,1.0
2024-06-04,Deadlifts,80,8.0,1.0
2024-06-04,Deadlifts,90,3.0,1.0
2024-06-04,Lat Pulldown,32,8.0,1.0
2024-06-04,Lat Pulldown,39,10.0,1.0
2024-06-04,Lat Pulldown,39,8.0,1.0
2024-06-04,Lat Pulldown,39,8.0,1.0
2024-06-04,Cable Rows,32,8.0,1.0
2024-06-04,Cable Rows,39,8.0,1.0
2024-06-04,Cable Rows,45,8.0,1.0
2024-06-04,Cable Rows,39,8.0,1.0
2024-06-04,Rear Delt Fly,32,8.0,1.0
2024-06-04,Rear Delt Fly,32,8.0,1.0
2024-06-04,Rear Delt Fly,32,8.0,1.0
2024-06-04,Bicep Curls,6,8.0,1.0
2024-06-04,Bicep Curls,10,8.0,1.0
2024-06-04,Bicep Curls,10,8.0,1.0
2024-06-05,Shoulder Press,12,8.0,1.0
2024-06-05,Shoulder Press,18,8.0,1.0
2024-06-05,Shoulder Press,18,7.0,1.0
2024-06-05,Shoulder Press,16,8.0,1.0
2024-06-05,Lateral Raises,6,15.0,1.0
2024-06-05,Lateral Raises,8,15.0,1.0
2024-06-05,Lateral Raises,8,15.0,1.0
2024-06-05,L Sits,5,,
2024-06-07,Squats,40,10.0,1.0
2024-06-07,Squats,60,8.0,1.0
2024-06-07,Squats,65,8.0,1.0
2024-06-07,Squats,65,8.0,1.0
2024-06-07,Romanian Deadlifts,50,8.0,1.0
2024-06-07,Romanian Deadlifts,50,8.0,1.0
2024-06-07,Romanian Deadlifts,50,8.0,1.0
2024-06-07,Leg Press,59,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Press,73,8.0,1.0
2024-06-07,Leg Extensions,25,8.0,1.0
2024-06-07,Leg Extensions,32,8.0,1.0
2024-06-07,Leg Extensions,32,8.0,1.0
2024-06-07,Leg Extensions,32,8.0,1.0
2024-06-07,Standing Calf Raises,40,15.0,1.0
2024-06-07,Standing Calf Raises,40,15.0,1.0
2024-06-07,Standing Calf Raises,40,15.0,1.0
2024-06-08,Dumbbell Bench Press,20,10.0,1.0
2024-06-08,Dumbbell Bench Press,20,10.0,1.0
2024-06-08,Dumbbell Bench Press,22,8.0,1.0
2024-06-08,Dumbbell Bench Press,22,8.0,1.0
2024-06-08,Incline Bench Press,18,8.0,1.0
2024-06-08,Incline Bench Press,18,10.0,1.0
2024-06-08,Incline Bench Press,20,8.0,1.0
2024-06-08,Tricep Pull Downs,5,12.0,1.0
2024-06-08,Tricep Pull Downs,5,12.0,1.0
2024-06-08,Tricep Pull Downs,5,12.0,1.0
2024-06-08,Tricep Pull Downs,5,12.0,1.0
2024-06-08,Pectoral Fly'S,45,10.0,1.0
2024-06-08,Pectoral Fly'S,52,8.0,1.0
2024-06-08,Pectoral Fly'S,52,8.0,1.0
2024-06-08,Pectoral Fly'S,52,8.0,1.0
2024-06-10,Deadlifts,70,8.0,1.0
2024-06-10,Deadlifts,80,8.0,1.0
2024-06-10,Deadlifts,80,8.0,1.0
2024-06-10,Deadlifts,90,3.0,1.0
2024-06-10,Lat Pulldown,32,8.0,1.0
2024-06-10,Lat Pulldown,39,10.0,1.0
2024-06-10,Lat Pulldown,39,10.0,1.0
2024-06-10,Lat Pulldown,1,8.0,1.0
2024-06-10,Cable Rows,32,8.0,1.0
2024-06-10,Cable Rows,39,8.0,1.0
2024-06-10,Cable Rows,45,8.0,1.0
2024-06-10,Cable Rows,39,8.0,1.0
2024-06-10,Rear Delt Fly,32,8.0,1.0
2024-06-10,Rear Delt Fly,32,8.0,1.0
2024-06-10,Rear Delt Fly,32,8.0,1.0
2024-06-10,Concentrated Bicep Curls,20,10.0,1.0
2024-06-10,Concentrated Bicep Curls,20,10.0,1.0
2024-06-10,Concentrated Bicep Curls,20,8.0,1.0
2024-06-13,Shoulder Press,15,6.0,1.0
2024-06-13,Shoulder Press,15,8.0,1.0
2024-06-13,Shoulder Press,15,7.0,1.0
2024-06-13,Shoulder Press,5,10.0,1.0
2024-06-13,Lateral Raises,5,15.0,1.0
2024-06-13,Lateral Raises,5,15.0,1.0
2024-06-13,Lateral Raises,5,15.0,1.0
2024-06-13,Lateral Raises,5,15.0,1.0
2024-06-13,Lateral Raises,5,15.0,1.0
2024-06-13,Lateral Raises,6,15.0,1.0
2024-06-13,Lateral Raises,6,15.0,1.0
2024-06-18,Squats,40,10.0,1.0
2024-06-18,Squats,60,8.0,1.0
2024-06-18,Squats,70,8.0,1.0
2024-06-18,Squats,70,4.0,1.0
2024-06-18,Romanian Deadlifts,40,8.0,1.0
2024-06-18,Romanian Deadlifts,50,8.0,1.0
2024-06-18,Romanian Deadlifts,55,8.0,1.0
2024-06-18,Standing Calf Raises,40,15.0,1.0
2024-06-18,Standing Calf Raises,60,15.0,1.0
2024-06-18,Leg Extensions,25,8.0,1.0
2024-06-18,Leg Extensions,32,8.0,1.0
2024-06-18,Leg Extensions,39,8.0,1.0
2024-06-18,Leg Extensions,32,8.0,1.0
2024-06-19,Bench Press,40,10.0,1.0
2024-06-19,Bench Press,50,8.0,1.0
2024-06-19,Bench Press,55,6.0,1.0
2024-06-19,Bench Press,55,6.0,1.0
2024-06-19,Incline Bench Press,18,8.0,1.0
2024-06-19,Incline Bench Press,20,8.0,1.0
2024-06-19,Incline Bench Press,20,7.0,1.0
2024-06-19,Tricep Pull Downs,5,12.0,1.0
2024-06-19,Tricep Pull Downs,5,12.0,1.0
2024-06-19,Tricep Pull Downs,7,6.0,1.0
2024-06-19,Tricep Pull Downs,5,12.0,1.0
2024-06-19,Pectoral Fly'S,45,10.0,1.0
2024-06-19,Pectoral Fly'S,52,8.0,1.0
2024-06-19,Pectoral Fly'S,59,8.0,1.0
2024-06-19,Pectoral Fly'S,59,6.0,1.0
2024-06-22,Lat Pulldown,32,8.0,1.0
2024-06-22,Lat Pulldown,39,10.0,1.0
2024-06-22,Lat Pulldown,1,8.0,1.0
2024-06-22,Lat Pulldown,1,8.0,1.0
2024-06-22,Cable Rows,32,8.0,1.0
2024-06-22,Cable Rows,39,8.0,1.0
2024-06-22,Cable Rows,45,8.0,1.0
2024-06-22,Cable Rows,45,8.0,1.0
2024-06-22,Concentrated Bicep Curls,20,10.0,1.0
2024-06-22,Concentrated Bicep Curls,20,10.0,1.0
2024-06-22,Concentrated Bicep Curls,20,6.0,1.0
2024-06-22,Rear Delt Fly,25,8.0,1.0
2024-06-22,Rear Delt Fly,32,8.0,1.0
2024-06-22,Rear Delt Fly,32,8.0,1.0
2024-06-23,Shoulder Press,12,8.0,1.0
2024-06-23,Shoulder Press,16,8.0,1.0
2024-06-23,Shoulder Press,18,8.0,1.0
2024-06-23,Shoulder Press,18,6.0,1.0
2024-06-23,Lateral Raises,6,15.0,1.0
2024-06-23,Lateral Raises,6,15.0,1.0
2024-06-23,Lateral Raises,8,15.0,1.0
2024-06-23,Lateral Raises,8,15.0,1.0
2024-06-23,L Sits,5,10.0,1.0
2024-06-23,L Sits,5,10.0,1.0
2024-06-25,Squats,40,10.0,1.0
2024-06-25,Squats,60,8.0,1.0
2024-06-25,Squats,70,8.0,1.0
2024-06-25,Squats,70,8.0,1.0
2024-06-25,Romanian Deadlifts,40,8.0,1.0
2024-06-25,Romanian Deadlifts,50,8.0,1.0
2024-06-25,Romanian Deadlifts,55,8.0,1.0
2024-06-25,Standing Calf Raises,50,15.0,1.0
2024-06-25,Standing Calf Raises,50,15.0,1.0
2024-06-25,Standing Calf Raises,50,15.0,1.0
2024-06-25,Leg Extensions,25,8.0,1.0
2024-06-25,Leg Extensions,32,8.0,1.0
2024-06-25,Leg Extensions,39,8.0,1.0
2024-06-25,Leg Extensions,32,8.0,1.0
2024-06-27,Bench Press,40,10.0,1.0
2024-06-27,Bench Press,50,8.0,1.0
2024-06-27,Bench Press,55,8.0,1.0
2024-06-27,Bench Press,55,5.0,1.0
2024-06-27,Bench Press,55,3.0,1.0
2024-06-27,Incline Bench Press,18,8.0,1.0
2024-06-27,Incline Bench Press,20,8.0,1.0
2024-06-27,Incline Bench Press,20,8.0,1.0
2024-06-27,Tricep Pull Downs,5,12.0,1.0
2024-06-27,Tricep Pull Downs,5,12.0,1.0
2024-06-27,Tricep Pull Downs,7,6.0,1.0
2024-06-27,Tricep Pull Downs,5,12.0,1.0
2024-06-27,Pectoral Fly'S,45,10.0,1.0
2024-06-27,Pectoral Fly'S,52,8.0,1.0
